MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_211886	14669	No terminal repeats	NA	19	11	0.9782	NA	4	18.0060	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_46017	39617	No terminal repeats	NA	39	11	0.9746	NA	2	19.5304	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_43081	24728	No terminal repeats	NA	28	11	0.9743	NA	1	12.9632	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_25230	27836	No terminal repeats	NA	23	11	0.9722	NA	1	18.6597	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_53883	7407	No terminal repeats	NA	4	11	0.9600	NA	1	3.2452	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_579034	2468	No terminal repeats	NA	4	11	0.9582	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_361446	2104	No terminal repeats	NA	2	11	0.9570	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_137194	1600	No terminal repeats	NA	2	11	0.9526	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_575630	2332	No terminal repeats	NA	7	11	0.9506	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_303015	2042	No terminal repeats	NA	3	11	0.9505	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_608301	2008	No terminal repeats	NA	3	11	0.9493	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_438225	4102	No terminal repeats	NA	11	11	0.9485	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_2520	5739	No terminal repeats	NA	7	11	0.9448	NA	1	3.4323	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_115887	2242	No terminal repeats	NA	5	11	0.9416	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_439420	2717	No terminal repeats	NA	4	11	0.8955	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_505098	3286	No terminal repeats	NA	2	11	0.8868	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
18866_metabat_res.2	GL_R11_GL15_UP_1_contig_170547	2553	No terminal repeats	NA	2	11	0.8830	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
19374_metabat_res.59	GL_50_Down_contig_1762365	4120	No terminal repeats	NA	3	11	0.8953	NA	2	2.0667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
19488_metabat_res.1	GL_50_Down_contig_3691601	1668	No terminal repeats	NA	3	11	0.9060	NA	2	4.6537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
19497_metabat_res.171	GL_50_Down_contig_904591	2523	No terminal repeats	NA	1	11	0.8193	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales
20166_metabat_res.105	GL_15_Down_contig_4537583	1684	No terminal repeats	NA	4	11	0.9066	NA	1	1.7183	Unclassified
20166_metabat_res.105	GL_15_Down_contig_10563044	2573	No terminal repeats	NA	6	11	0.8712	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
20166_metabat_res.105	GL_15_Down_contig_7001862	1885	No terminal repeats	NA	2	11	0.8095	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
20416_metabat_res.38	GL_53_Down_contig_8139924	2098	No terminal repeats	NA	2	11	0.9763	NA	1	3.2711	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
20416_metabat_res.38	GL_53_Down_contig_157485	2538	No terminal repeats	NA	6	11	0.9709	NA	1	8.5670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
20416_metabat_res.38	GL_53_Down_contig_646708	1812	No terminal repeats	NA	2	11	0.9185	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales
20416_metabat_res.38	GL_53_Down_contig_4427811	1755	No terminal repeats	NA	1	11	0.8339	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales
21031_metabat_res.122	GL_45_Down_contig_1196499	1567	No terminal repeats	NA	1	15	0.9397	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
21520_metabat_res.87	GL_53_Up_contig_2276550	6530	No terminal repeats	NA	6	11	0.9575	NA	4	8.8490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
21520_metabat_res.87	GL_53_Up_contig_605370	1698	No terminal repeats	NA	1	11	0.9035	NA	1	1.7183	Unclassified
21520_metabat_res.87	GL_53_Up_contig_3832847	4587	No terminal repeats	NA	8	11	0.8980	NA	2	2.9915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
21520_metabat_res.87	GL_53_Up_contig_698252	4145	No terminal repeats	NA	7	11	0.8112	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota
22560_metabat_res.2	GL_51_Up_contig_1605485	3254	No terminal repeats	NA	3	11	0.9776	NA	1	2.5158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
23968_metabat_res.153	GL117_UP_contig_69361	2391	No terminal repeats	NA	2	11	0.9269	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
24484_metabat_res.118	GL102_DN_contig_12892	15782	No terminal repeats	NA	13	11	0.8375	NA	2	3.8682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
24578_metabat_res.50	GL102_DN_contig_260644	1539	No terminal repeats	NA	1	11	0.9232	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
24578_metabat_res.50	GL102_DN_contig_141560	1814	No terminal repeats	NA	1	11	0.9143	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales
24605_metabat_res.99	GL102_DN_contig_13451	2417	No terminal repeats	NA	2	11	0.9197	NA	1	1.7183	Unclassified
25045_metabat_res.27	GL103_DN_contig_710820	2282	No terminal repeats	NA	4	11	0.9436	NA	1	3.3849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25406_metabat_res.67	GL90_DN_contig_720850	2542	No terminal repeats	NA	3	11	0.9819	NA	3	4.8802	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
25406_metabat_res.67	GL90_DN_contig_87779	38970	DTR	NA	44	11	0.9755	NA	3	26.2999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25406_metabat_res.67	GL90_DN_contig_114743	1816	No terminal repeats	NA	1	11	0.9643	NA	1	1.7183	Unclassified
25406_metabat_res.67	GL90_DN_contig_715394	2601	No terminal repeats	NA	2	11	0.9595	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25406_metabat_res.67	GL90_DN_contig_79022	1954	No terminal repeats	NA	6	11	0.9160	NA	1	1.5506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25406_metabat_res.67	GL90_DN_contig_11914	2350	No terminal repeats	NA	2	11	0.8903	NA	1	1.7183	Unclassified
25406_metabat_res.67	GL90_DN_contig_726524	2487	No terminal repeats	NA	1	11	0.8321	NA	1	1.7183	Unclassified
25451_metabat_res.95	GL90_DN_contig_172989	1642	No terminal repeats	NA	1	11	0.9677	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25451_metabat_res.95	GL90_DN_contig_117176	1807	No terminal repeats	NA	2	11	0.9644	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
25451_metabat_res.95	GL90_DN_contig_191594	1597	No terminal repeats	NA	2	11	0.9327	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25451_metabat_res.95	GL90_DN_contig_118727	1802	No terminal repeats	NA	8	11	0.8960	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25451_metabat_res.95	GL90_DN_contig_399280	3374	No terminal repeats	NA	1	11	0.8935	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25619_metabat_res.73	GL119_UP_contig_181314	4279	No terminal repeats	NA	4	11	0.9806	NA	1	6.6939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25619_metabat_res.73	GL119_UP_contig_221291	4064	No terminal repeats	NA	4	11	0.9401	NA	1	3.1152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25730_metabat_res.112	GL51_DN_contig_601703	2973	No terminal repeats	NA	3	11	0.9812	NA	1	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
25730_metabat_res.112	GL51_DN_contig_733171	2653	No terminal repeats	NA	4	11	0.9798	NA	1	6.6377	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
25730_metabat_res.112	GL51_DN_contig_5164	2439	No terminal repeats	NA	2	11	0.9788	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
25730_metabat_res.112	GL51_DN_contig_218158	4102	No terminal repeats	NA	6	11	0.9788	NA	1	4.6053	Viruses;Varidnaviria;Bamfordvirae
25730_metabat_res.112	GL51_DN_contig_747983	2500	No terminal repeats	NA	2	11	0.9738	NA	1	3.4351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
25730_metabat_res.112	GL51_DN_contig_96724	1912	No terminal repeats	NA	1	11	0.9670	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales
25730_metabat_res.112	GL51_DN_contig_505703	3157	No terminal repeats	NA	1	11	0.9591	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_570425	3029	No terminal repeats	NA	1	11	0.9587	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
25730_metabat_res.112	GL51_DN_contig_728890	2703	No terminal repeats	NA	4	11	0.9586	NA	2	2.3374	Viruses;Varidnaviria;Bamfordvirae
25730_metabat_res.112	GL51_DN_contig_154501	1718	No terminal repeats	NA	1	11	0.9545	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
25730_metabat_res.112	GL51_DN_contig_17385	2341	No terminal repeats	NA	1	11	0.9501	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
25730_metabat_res.112	GL51_DN_contig_18819	2330	No terminal repeats	NA	1	11	0.9481	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_276102	3825	No terminal repeats	NA	4	11	0.9458	NA	1	3.4114	Viruses
25730_metabat_res.112	GL51_DN_contig_192031	1622	No terminal repeats	NA	1	11	0.9367	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
25730_metabat_res.112	GL51_DN_contig_27809	2267	No terminal repeats	NA	1	11	0.9194	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
25730_metabat_res.112	GL51_DN_contig_216789	1566	No terminal repeats	NA	3	11	0.9175	NA	1	2.6407	Viruses
25730_metabat_res.112	GL51_DN_contig_135861	1774	No terminal repeats	NA	3	11	0.8990	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
25730_metabat_res.112	GL51_DN_contig_130270	4678	No terminal repeats	NA	2	11	0.8985	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_55273	2101	No terminal repeats	NA	2	11	0.8873	NA	1	1.7183	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales
25730_metabat_res.112	GL51_DN_contig_56360	2096	No terminal repeats	NA	2	11	0.8506	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_73880	5252	No terminal repeats	NA	2	11	0.8501	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
25730_metabat_res.112	GL51_DN_contig_246376	1507	No terminal repeats	NA	3	11	0.8259	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
25730_metabat_res.112	GL51_DN_contig_743203	2546	No terminal repeats	NA	1	11	0.8246	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_28568	2261	No terminal repeats	NA	1	11	0.8213	NA	1	1.7183	Unclassified
25730_metabat_res.112	GL51_DN_contig_749500	2486	No terminal repeats	NA	1	11	0.8027	NA	1	1.7183	Unclassified
26352_metabat_res.38	GL96_DN_contig_668336	5774	No terminal repeats	NA	1	11	0.8527	NA	1	1.6360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_484470	2926	No terminal repeats	NA	4	11	0.9774	NA	1	3.4353	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
29525_metabat_res.134	GL103_UP_contig_732615	2312	No terminal repeats	NA	4	11	0.9770	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_515647	2870	No terminal repeats	NA	3	11	0.9760	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_102979	1767	No terminal repeats	NA	2	11	0.9734	NA	1	3.3149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_707673	2562	No terminal repeats	NA	1	11	0.9591	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
29525_metabat_res.134	GL103_UP_contig_719049	2437	No terminal repeats	NA	3	11	0.9537	NA	1	3.4353	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
29525_metabat_res.134	GL103_UP_contig_17808	2163	No terminal repeats	NA	2	11	0.9461	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
